seed,score,real,user,sys,
0,774173,2.17,2.02,0.14,
1,458755,2.07,1.91,0.15,
2,528407,2.29,2.14,0.15,
3,591928,2.18,2.06,0.11,
4,385888,2.25,1.96,0.16,
5,459756,1.73,1.62,0.10,
6,461023,1.84,1.66,0.16,
7,808000,2.17,1.97,0.20,
8,327504,1.76,1.56,0.20,
9,568316,2.12,1.82,0.30,
