seed,score,real,user,sys,
0,804729,3.32,3.00,0.31,
1,506296,2.12,1.90,0.21,
2,488478,2.37,2.20,0.17,
3,339687,2.10,1.88,0.21,
4,594072,2.20,2.04,0.15,
5,460440,2.37,2.10,0.25,
6,496343,2.03,1.88,0.14,
7,506393,1.87,1.66,0.21,
8,436374,2.13,2.03,0.09,
9,654998,2.11,1.87,0.23,
