seed,score,real,user,sys,
0,803387,2.47,2.23,0.24,
1,468681,1.96,1.83,0.13,
2,526432,2.20,2.02,0.18,
3,338361,1.87,1.76,0.11,
4,426825,1.92,1.76,0.16,
5,427110,1.81,1.61,0.20,
6,596300,2.06,1.80,0.25,
7,821620,2.15,2.01,0.14,
8,498818,1.97,1.80,0.17,
9,568339,1.93,1.71,0.21,
