seed,score,real,user,sys,
0,800990,2.48,2.25,0.21,
1,483514,1.94,1.66,0.27,
2,526433,2.20,2.03,0.17,
3,338351,1.87,1.70,0.17,
4,426810,2.00,1.85,0.15,
5,427109,1.83,1.71,0.12,
6,596300,1.92,1.75,0.17,
7,821621,2.19,2.01,0.18,
8,498831,1.94,1.77,0.15,
9,568338,1.76,1.65,0.10,
