seed,score,real,user,sys,
0,543325,3.59,3.26,0.33,
1,483699,1.98,1.82,0.16,
2,551880,2.45,2.21,0.24,
3,531330,2.17,1.95,0.22,
4,425909,1.97,1.82,0.14,
5,489221,2.25,2.05,0.19,
6,642823,2.58,2.38,0.20,
7,588961,2.02,1.87,0.14,
8,303159,1.65,1.40,0.25,
9,386281,2.15,1.96,0.19,
