seed,score,real,user,sys,
0,555083,2.82,2.51,0.23,
1,414478,2.20,1.98,0.21,
2,525103,2.47,2.21,0.26,
3,424148,1.95,1.86,0.09,
4,578069,2.40,2.22,0.16,
5,386037,1.80,1.57,0.21,
6,488998,2.21,2.07,0.14,
7,416552,2.00,1.75,0.22,
8,521101,2.22,2.06,0.14,
9,629719,1.99,1.78,0.20,
