seed,score,real,user,sys,
0,800990,2.59,2.43,0.15,
1,468665,1.97,1.76,0.21,
2,526537,2.16,1.99,0.16,
3,338359,1.87,1.68,0.19,
4,426819,1.88,1.72,0.16,
5,427103,1.77,1.62,0.14,
6,607629,1.76,1.61,0.15,
7,821622,2.14,1.98,0.16,
8,498835,1.93,1.80,0.13,
9,568338,1.85,1.61,0.19,
