seed,score,real,user,sys,
0,880603,2.20,2.00,0.19,
1,588119,2.03,1.88,0.15,
2,487979,2.11,1.98,0.13,
3,340653,1.89,1.76,0.13,
4,594535,2.16,2.08,0.07,
5,458846,1.80,1.63,0.17,
6,611074,1.99,1.75,0.24,
7,502517,1.80,1.62,0.17,
8,307162,1.61,1.46,0.14,
9,654661,2.80,2.56,0.24,
