seed,score,real,user,sys,
0,291536,1.75,1.47,0.27,
1,288194,1.27,1.14,0.12,
2,385794,1.42,1.23,0.19,
3,251861,1.31,1.05,0.26,
4,283339,1.30,1.15,0.15,
5,245460,1.16,1.04,0.11,
6,341410,1.33,1.20,0.13,
7,432011,1.32,1.21,0.09,
8,349944,1.46,1.25,0.21,
9,286480,1.50,1.17,0.33,
