seed,score,real,user,sys,
0,803392,3.07,2.76,0.28,
1,483517,1.96,1.80,0.15,
2,526536,2.26,2.07,0.19,
3,338349,1.91,1.76,0.14,
4,426815,1.91,1.69,0.21,
5,427102,1.83,1.67,0.16,
6,607637,2.08,1.88,0.20,
7,821616,2.18,2.03,0.15,
8,498827,2.05,1.80,0.24,
9,568337,1.99,1.78,0.21,
