seed,score,real,user,sys,
0,221294,1.08,0.88,0.19,
1,231960,1.00,0.84,0.15,
2,217488,0.94,0.76,0.17,
3,208217,0.80,0.62,0.17,
4,203419,0.90,0.69,0.20,
5,241476,0.92,0.74,0.17,
6,217876,0.98,0.82,0.16,
7,237829,1.10,0.90,0.19,
8,151833,1.10,0.84,0.24,
9,199251,0.92,0.69,0.23,
