seed,score,real,user,sys,
0,735142,2.62,2.39,0.22,
1,446719,2.84,2.49,0.25,
2,503460,2.10,1.87,0.21,
3,505881,1.98,1.78,0.19,
4,333260,1.52,1.38,0.11,
5,430346,1.67,1.40,0.27,
6,274549,1.83,1.62,0.21,
7,722834,2.39,2.18,0.21,
8,340222,1.86,1.68,0.17,
9,539793,2.40,2.11,0.23,
