seed,score,real,user,sys,
0,803384,2.62,2.38,0.22,
1,468678,2.04,1.84,0.19,
2,526430,2.25,2.08,0.17,
3,338362,1.81,1.68,0.12,
4,426822,1.89,1.68,0.21,
5,427104,1.82,1.69,0.13,
6,607638,1.86,1.72,0.14,
7,821626,2.14,2.01,0.12,
8,498825,1.99,1.79,0.20,
9,568339,1.82,1.68,0.13,
