seed,score,real,user,sys,
0,803392,2.02,1.87,0.15,
1,483514,1.95,1.74,0.20,
2,526434,2.13,2.02,0.10,
3,338350,1.84,1.70,0.13,
4,426813,1.95,1.81,0.13,
5,427104,1.83,1.63,0.20,
6,596301,1.83,1.63,0.18,
7,821621,2.11,1.99,0.12,
8,498834,1.99,1.86,0.13,
9,568336,1.79,1.64,0.14,
