seed,score,real,user,sys,
0,879304,2.56,2.35,0.19,
1,498841,2.22,2.04,0.18,
2,523448,2.02,1.84,0.17,
3,337653,1.98,1.79,0.18,
4,593798,2.31,2.16,0.15,
5,458755,2.79,2.55,0.23,
6,490185,2.47,2.31,0.15,
7,503038,1.99,1.75,0.23,
8,467442,2.06,1.92,0.13,
9,392402,1.91,1.67,0.23,
