seed,score,real,user,sys,
0,581401,2.24,1.90,0.33,
1,536465,2.07,1.86,0.21,
2,456083,2.34,2.08,0.26,
3,414466,1.71,1.54,0.17,
4,476125,1.62,1.44,0.18,
5,344763,1.62,1.48,0.14,
6,387759,1.51,1.37,0.13,
7,693892,1.98,1.74,0.22,
8,299998,1.73,1.58,0.15,
9,498807,2.02,1.72,0.27,
