seed,score,real,user,sys,
0,737910,2.33,2.11,0.22,
1,450444,1.85,1.64,0.19,
2,475404,1.86,1.74,0.12,
3,488457,2.18,1.90,0.27,
4,435512,1.81,1.61,0.19,
5,374089,1.96,1.76,0.19,
6,466345,1.70,1.51,0.19,
7,719389,2.05,1.85,0.20,
8,296754,1.55,1.38,0.16,
9,472684,2.08,1.91,0.17,
