seed,score,real,user,sys,
0,782072,2.61,2.40,0.21,
1,542164,2.40,2.16,0.24,
2,593999,2.86,2.58,0.28,
3,336393,2.36,2.18,0.18,
4,558644,2.36,2.18,0.18,
5,417247,2.05,1.76,0.28,
6,330109,2.11,1.90,0.21,
7,588787,2.22,2.01,0.20,
8,353045,1.92,1.73,0.17,
9,393278,2.05,1.87,0.18,
