seed,score,real,user,sys,
0,363622,1.22,1.08,0.14,
1,286049,1.12,0.91,0.20,
2,217016,1.03,0.89,0.13,
3,249674,1.15,0.96,0.18,
4,266930,1.19,1.08,0.10,
5,191559,1.00,0.87,0.13,
6,345338,1.20,1.08,0.11,
7,254927,1.11,0.97,0.14,
8,236072,1.09,0.93,0.15,
9,288039,1.30,1.11,0.19,
