seed,score,real,user,sys,
0,221998,1.00,0.77,0.22,
1,213795,0.91,0.70,0.21,
2,209277,0.79,0.62,0.17,
3,213661,1.06,0.94,0.12,
4,192467,0.93,0.76,0.16,
5,188787,0.82,0.67,0.15,
6,208539,1.05,0.78,0.26,
7,215776,0.71,0.61,0.10,
8,165858,0.75,0.63,0.11,
9,208401,0.93,0.73,0.20,
