seed,score,real,user,sys,
0,543046,2.65,2.29,0.32,
1,559733,2.55,2.30,0.24,
2,552063,2.24,1.97,0.26,
3,537674,2.43,2.26,0.17,
4,385995,2.44,2.22,0.21,
5,436689,1.84,1.70,0.13,
6,537402,2.27,2.06,0.21,
7,730071,2.30,2.00,0.28,
8,452411,2.63,2.20,0.42,
9,386058,2.13,1.87,0.25,
