seed,score,real,user,sys,
0,698658,1.84,1.68,0.15,
1,450406,1.39,1.27,0.11,
2,383747,1.18,0.99,0.19,
3,300416,1.41,1.24,0.17,
4,298320,1.32,1.14,0.18,
5,283231,1.35,1.13,0.22,
6,316499,1.35,1.14,0.21,
7,315786,1.29,1.13,0.15,
8,252227,1.33,1.18,0.15,
9,342651,1.33,1.17,0.16,
