seed,score,real,user,sys,
0,156086,0.60,0.46,0.12,
1,157515,0.58,0.42,0.16,
2,163726,0.58,0.37,0.20,
3,152229,0.60,0.41,0.19,
4,163351,0.53,0.40,0.12,
5,152213,0.57,0.42,0.14,
6,159156,0.55,0.38,0.16,
7,154123,0.44,0.28,0.15,
8,137476,0.52,0.40,0.11,
9,167086,0.56,0.37,0.18,
