seed,score,real,user,sys,
0,512596,2.29,2.00,0.28,
1,399309,1.87,1.66,0.21,
2,526508,2.40,2.12,0.27,
3,550091,2.30,2.14,0.16,
4,563122,2.58,2.37,0.20,
5,454866,1.78,1.57,0.20,
6,607195,1.94,1.77,0.17,
7,500640,2.45,2.18,0.26,
8,437788,1.78,1.57,0.20,
9,402037,2.19,1.92,0.26,
