seed,score,real,user,sys,
0,564950,2.43,2.12,0.31,
1,562256,2.16,1.92,0.23,
2,406075,2.10,1.94,0.15,
3,536971,2.21,2.07,0.14,
4,424775,2.02,1.91,0.11,
5,404172,2.03,1.87,0.15,
6,560483,1.83,1.72,0.10,
7,869210,2.19,2.07,0.11,
8,402792,2.01,1.82,0.18,
9,614944,2.16,1.87,0.29,
