seed,score,real,user,sys,
0,743882,2.67,2.43,0.24,
1,470927,1.94,1.82,0.12,
2,514141,2.34,2.12,0.21,
3,401217,2.00,1.81,0.18,
4,497551,2.53,2.31,0.14,
5,405389,1.92,1.67,0.23,
6,341954,1.74,1.47,0.24,
7,481273,2.06,1.95,0.11,
8,600131,2.09,1.90,0.19,
9,652898,2.21,1.98,0.22,
