seed,score,real,user,sys,
0,800990,2.56,2.35,0.21,
1,468664,1.94,1.79,0.14,
2,526540,2.18,2.03,0.14,
3,338364,1.81,1.63,0.17,
4,426819,1.87,1.66,0.21,
5,427102,1.80,1.66,0.14,
6,607627,1.90,1.76,0.14,
7,821608,2.11,1.99,0.11,
8,498826,1.95,1.86,0.08,
9,568342,1.77,1.59,0.16,
