seed,score,real,user,sys,
0,558318,2.13,1.88,0.22,
1,538415,2.48,2.24,0.24,
2,487732,2.14,1.92,0.21,
3,553502,2.46,2.10,0.19,
4,588472,2.60,2.45,0.15,
5,403461,1.79,1.65,0.12,
6,472674,1.87,1.67,0.20,
7,821707,2.46,2.23,0.23,
8,327439,1.92,1.78,0.13,
9,628884,2.01,1.85,0.16,
