seed,score,real,user,sys,
0,164477,0.64,0.45,0.18,
1,179119,0.70,0.55,0.14,
2,179988,0.73,0.54,0.19,
3,159704,0.64,0.48,0.16,
4,175294,0.71,0.59,0.12,
5,160481,0.63,0.50,0.12,
6,189513,0.77,0.64,0.12,
7,154523,0.69,0.47,0.21,
8,148823,0.59,0.45,0.14,
9,161985,0.67,0.45,0.21,
