seed,score,real,user,sys,
0,803386,3.32,2.87,0.34,
1,468676,1.95,1.75,0.19,
2,526435,2.27,2.00,0.25,
3,338343,1.86,1.73,0.13,
4,509314,2.37,2.14,0.23,
5,427098,1.96,1.81,0.14,
6,578249,2.32,2.11,0.21,
7,821606,2.21,1.99,0.21,
8,498831,2.08,1.77,0.24,
9,568339,1.90,1.74,0.16,
