seed,score,real,user,sys,
0,803389,2.65,2.41,0.24,
1,468664,4.34,3.89,0.41,
2,526434,2.26,2.10,0.15,
3,338352,2.34,2.09,0.24,
4,426808,2.16,1.97,0.18,
5,427111,2.22,1.96,0.26,
6,607637,2.51,2.18,0.31,
7,821615,2.47,2.21,0.26,
8,498826,2.45,2.29,0.16,
9,568337,2.09,1.95,0.14,
