seed,score,real,user,sys,
0,754213,2.59,2.22,0.34,
1,484418,2.16,1.85,0.31,
2,547390,2.28,2.03,0.12,
3,467817,3.09,2.85,0.23,
4,529647,2.26,2.11,0.14,
5,416820,2.59,2.15,0.43,
6,657313,2.40,2.26,0.14,
7,414373,2.02,1.71,0.30,
8,515983,2.68,2.26,0.31,
9,390853,2.12,1.87,0.24,
