seed,score,real,user,sys,
0,570137,2.33,1.96,0.37,
1,417742,2.57,2.27,0.30,
2,547475,2.03,1.91,0.11,
3,353582,2.35,2.13,0.22,
4,535891,2.04,1.89,0.15,
5,421235,2.13,1.85,0.27,
6,360943,2.52,2.22,0.29,
7,733297,2.44,2.19,0.24,
8,379503,2.08,1.89,0.18,
9,447662,1.85,1.66,0.17,
