seed,score,real,user,sys,
0,160863,0.70,0.49,0.20,
1,175061,0.67,0.49,0.17,
2,183694,0.65,0.50,0.15,
3,156040,0.65,0.48,0.17,
4,166018,0.66,0.55,0.11,
5,161446,0.59,0.53,0.06,
6,180811,0.67,0.49,0.17,
7,182273,0.63,0.44,0.19,
8,148603,0.63,0.55,0.08,
9,167890,0.87,0.63,0.23,
