seed,score,real,user,sys,
0,218042,0.91,0.79,0.11,
1,204295,0.92,0.72,0.19,
2,189933,0.93,0.75,0.17,
3,199140,0.98,0.80,0.18,
4,183403,0.86,0.72,0.13,
5,197933,0.93,0.76,0.16,
6,333015,1.12,0.91,0.21,
7,296113,1.04,0.88,0.15,
8,237197,0.99,0.84,0.14,
9,232061,1.02,0.78,0.24,
