seed,score,real,user,sys,
0,745380,2.50,2.21,0.29,
1,460572,2.03,1.88,0.15,
2,500930,2.63,2.41,0.22,
3,481398,2.43,2.16,0.27,
4,497276,2.56,2.30,0.25,
5,455112,1.83,1.70,0.13,
6,627495,2.32,2.06,0.26,
7,795056,2.19,2.07,0.11,
8,541313,2.31,2.06,0.18,
9,629730,2.21,1.98,0.22,
