seed,score,real,user,sys,
0,684280,2.28,2.01,0.27,
1,489230,2.01,1.82,0.19,
2,406264,1.92,1.76,0.15,
3,531944,2.21,2.06,0.15,
4,423488,2.03,1.81,0.20,
5,494824,2.44,2.10,0.34,
6,450953,1.86,1.69,0.16,
7,855390,2.27,2.05,0.21,
8,532589,2.00,1.82,0.18,
9,610925,1.85,1.67,0.17,
