seed,score,real,user,sys,
0,281154,3.39,3.27,0.12,
1,398022,5.12,4.87,0.23,
2,255406,2.83,2.70,0.13,
3,217400,5.64,5.37,0.26,
4,383109,6.42,6.15,0.25,
5,364989,5.22,5.10,0.12,
6,531275,5.29,4.85,0.44,
7,407350,5.15,4.98,0.17,
8,421162,5.63,5.43,0.20,
9,502286,5.64,5.46,0.18,
