seed,score,real,user,sys,
0,31843,1.10,0.92,0.17,
1,75295,1.05,0.83,0.22,
2,37450,1.03,0.81,0.22,
3,26788,0.99,0.85,0.13,
4,34450,1.03,0.90,0.12,
5,32916,0.88,0.72,0.15,
6,43213,1.03,0.88,0.14,
7,69434,1.10,0.89,0.20,
8,50301,1.01,0.87,0.14,
9,41400,0.99,0.85,0.14,
