seed,score,real,user,sys,
0,58528,1.38,1.14,0.24,
1,330716,3.19,2.97,0.21,
2,248857,2.83,2.69,0.14,
3,147710,2.68,2.53,0.15,
4,42245,1.12,0.90,0.21,
5,219327,2.38,2.22,0.14,
6,387599,2.95,2.73,0.22,
7,317695,3.19,3.00,0.19,
8,182798,2.40,2.21,0.18,
9,230745,2.18,2.05,0.12,
