seed,score,real,user,sys,
0,58528,1.31,1.07,0.24,
1,216700,2.34,2.20,0.13,
2,253401,2.44,2.26,0.17,
3,117249,1.84,1.72,0.12,
4,42245,1.16,0.99,0.17,
5,219327,2.37,2.16,0.19,
6,387599,2.90,2.68,0.22,
7,318852,2.44,2.29,0.11,
8,182798,2.40,2.24,0.15,
9,230745,2.22,2.03,0.18,
