seed,score,real,user,sys,
0,281154,3.98,3.81,0.16,
1,390170,6.34,5.89,0.45,
2,255406,3.10,2.87,0.23,
3,217400,5.42,5.14,0.27,
4,383109,6.88,6.72,0.16,
5,359838,5.10,5.01,0.08,
6,522031,6.03,5.57,0.40,
7,407350,7.56,7.12,0.43,
8,421162,7.90,7.67,0.22,
9,502286,8.39,8.04,0.34,
