seed,score,real,user,sys,
0,296659,4.43,4.22,0.21,
1,407050,6.12,5.91,0.21,
2,255633,3.15,2.92,0.22,
3,217400,4.60,4.41,0.18,
4,373941,7.41,7.28,0.13,
5,367396,6.40,6.22,0.16,
6,518877,4.93,4.79,0.13,
7,473785,6.64,6.40,0.23,
8,430954,6.58,6.35,0.23,
9,514525,6.69,6.54,0.14,
