seed,score,real,user,sys,
0,281154,3.43,3.25,0.18,
1,390170,5.73,5.36,0.37,
2,255406,2.90,2.70,0.20,
3,217400,4.18,3.98,0.19,
4,383109,6.30,6.06,0.23,
5,359838,5.31,5.11,0.20,
6,522031,5.28,4.92,0.36,
7,407350,5.65,5.38,0.26,
8,421162,5.81,5.58,0.22,
9,502286,5.73,5.59,0.12,
