seed,score,real,user,sys,
0,46162,1.04,0.87,0.17,
1,120805,1.27,1.07,0.20,
2,112341,1.30,1.07,0.22,
3,48200,1.14,0.89,0.24,
4,34450,1.08,0.93,0.14,
5,39759,0.93,0.79,0.13,
6,43213,1.06,0.90,0.14,
7,83263,1.11,0.91,0.19,
8,61027,1.13,0.96,0.17,
9,41400,1.04,0.75,0.27,
