seed,score,real,user,sys,
0,200876,2.84,2.59,0.24,
1,386492,4.24,3.95,0.29,
2,255389,2.66,2.45,0.20,
3,147847,2.92,2.78,0.14,
4,42245,1.28,1.10,0.16,
5,338866,4.21,4.04,0.17,
6,521832,4.03,3.91,0.11,
7,401979,4.89,4.76,0.13,
8,397065,4.69,4.42,0.24,
9,438134,4.85,4.63,0.22,
