seed,score,real,user,sys,
0,200876,2.97,2.80,0.16,
1,390089,4.57,4.40,0.17,
2,255406,2.82,2.60,0.21,
3,147847,2.93,2.70,0.23,
4,373828,5.82,5.60,0.21,
5,355978,4.81,4.58,0.22,
6,522031,4.43,4.25,0.16,
7,402201,5.65,5.40,0.25,
8,397065,5.59,5.40,0.19,
9,438134,4.78,4.54,0.23,
