seed,score,real,user,sys,
0,281154,3.58,3.39,0.18,
1,398022,5.30,5.07,0.22,
2,255406,2.92,2.69,0.23,
3,217400,4.10,3.88,0.21,
4,383109,6.17,5.92,0.25,
5,364989,5.36,5.15,0.19,
6,531275,4.64,4.46,0.18,
7,407350,5.06,4.86,0.20,
8,421162,5.61,5.33,0.23,
9,502286,5.67,5.45,0.21,
