seed,score,real,user,sys,
0,281154,3.32,3.19,0.13,
1,398022,5.01,4.85,0.13,
2,255406,2.62,2.46,0.16,
3,217400,3.89,3.67,0.21,
4,383109,5.98,5.76,0.22,
5,364989,5.27,5.02,0.23,
6,531275,4.60,4.39,0.20,
7,407350,4.94,4.63,0.29,
8,421162,5.23,5.04,0.18,
9,502286,5.36,5.16,0.20,
