seed,score,real,user,sys,
0,58528,1.29,1.15,0.13,
1,217578,2.21,2.00,0.20,
2,143953,1.72,1.56,0.15,
3,117249,1.75,1.55,0.19,
4,42245,1.13,0.96,0.16,
5,222296,2.23,2.06,0.15,
6,365903,2.62,2.46,0.16,
7,318852,2.42,2.19,0.23,
8,81921,1.55,1.40,0.14,
9,230745,2.13,1.97,0.16,
