seed,score,real,user,sys,
0,200876,2.78,2.61,0.17,
1,371737,3.59,3.47,0.11,
2,255382,2.60,2.43,0.17,
3,147839,2.68,2.50,0.17,
4,42245,1.29,1.03,0.25,
5,323101,3.78,3.58,0.20,
6,512726,3.92,3.69,0.21,
7,369479,3.75,3.57,0.18,
8,182798,2.54,2.36,0.17,
9,375355,3.76,3.53,0.22,
