seed,score,real,user,sys,
0,281154,3.63,3.40,0.22,
1,397525,5.67,5.46,0.20,
2,255406,3.11,2.88,0.20,
3,217400,4.31,4.08,0.22,
4,383109,6.33,6.07,0.25,
5,364989,5.39,5.12,0.26,
6,518877,4.63,4.30,0.33,
7,407350,5.50,5.34,0.15,
8,421162,5.91,5.64,0.26,
9,511435,6.04,5.81,0.23,
