seed,score,real,user,sys,
0,200876,2.83,2.56,0.27,
1,390170,4.61,4.45,0.16,
2,255406,2.71,2.52,0.18,
3,147847,2.92,2.70,0.21,
4,373828,5.67,5.42,0.23,
5,359838,4.93,4.72,0.19,
6,522031,4.30,4.13,0.15,
7,407325,5.01,4.80,0.21,
8,397065,4.84,4.56,0.28,
9,438134,4.86,4.66,0.20,
