seed,score,real,user,sys,
0,281154,3.94,3.69,0.25,
1,400432,6.27,6.11,0.16,
2,255633,3.15,2.92,0.23,
3,217400,4.26,4.07,0.19,
4,383109,6.36,6.18,0.18,
5,367230,6.79,6.62,0.16,
6,518877,4.64,4.35,0.28,
7,473785,6.38,6.12,0.26,
8,428552,7.04,6.63,0.40,
9,513560,6.84,6.60,0.24,
