seed,score,real,user,sys,
0,200876,2.79,2.61,0.17,
1,390089,4.53,4.35,0.18,
2,255389,2.46,2.31,0.14,
3,147847,3.29,3.11,0.17,
4,42245,1.23,1.04,0.19,
5,338866,4.33,4.06,0.24,
6,521832,4.20,4.01,0.18,
7,401979,4.80,4.58,0.22,
8,397065,4.81,4.63,0.16,
9,438134,5.55,5.21,0.34,
