seed,score,real,user,sys,
0,46162,1.37,1.09,0.26,
1,166689,1.58,1.38,0.19,
2,127846,1.56,1.42,0.13,
3,117249,1.70,1.47,0.23,
4,42245,1.09,0.92,0.17,
5,58121,1.21,1.03,0.18,
6,104758,1.38,1.14,0.23,
7,253802,2.16,1.95,0.20,
8,81921,1.48,1.33,0.14,
9,144048,1.60,1.44,0.16,
