seed,score,real,user,sys,
0,281154,4.31,4.13,0.18,
1,400432,6.34,5.99,0.34,
2,255633,3.11,2.76,0.34,
3,217400,4.17,3.94,0.18,
4,383109,5.97,5.78,0.19,
5,366913,7.40,7.02,0.35,
6,518877,4.53,4.32,0.20,
7,473785,6.31,6.08,0.23,
8,428552,6.76,6.46,0.29,
9,513560,9.15,8.99,0.16,
