seed,score,real,user,sys,
0,281154,3.60,3.41,0.19,
1,397525,5.72,5.38,0.34,
2,255633,2.99,2.79,0.19,
3,217400,4.35,4.13,0.22,
4,383109,6.57,6.34,0.21,
5,366626,5.90,5.61,0.28,
6,518877,4.68,4.48,0.20,
7,472295,6.60,6.13,0.40,
8,421162,6.87,6.57,0.28,
9,511435,6.10,5.88,0.21,
