seed,score,real,user,sys,
0,281154,3.35,3.19,0.16,
1,400498,5.54,5.34,0.19,
2,255633,2.82,2.70,0.12,
3,217400,4.20,3.95,0.22,
4,383109,6.28,6.03,0.24,
5,366626,5.59,5.37,0.22,
6,518877,4.33,4.12,0.20,
7,472295,5.81,5.59,0.22,
8,421162,5.34,5.12,0.21,
9,511435,5.72,5.55,0.17,
